Product Description	Price	Prime Status	Product URL	Stars	Number of Reviews
ASUS TUF Gaming NVIDIA GeForce RTX 4070 Ti OC Edition Scheda Grafica, 12GB GDDR6X 192-bit 21 Gbps PCIE 4.0, GPU NVIDIA Ampere, TUF-RTX4070TI-O12G-GAMING	975,22	Non-Prime	https://www.amazon.it/ASUS-GeForce-Grafica-192-bit-TUF-RTX4070TI-O12G-GAMING/dp/B0BNW6598Y/ref=sr_1_88?keywords=gpu&qid=1699547728&sr=8-88	4,5 su 5 stelle	115
Vaizdo plokštÄ— Grafikos plokštÄ—|PALIT|NVIDIA GeForce RTX 4080|16 GB|GDDR6X|256 bit|PCIE 4.0 16x|GPU 2205 MHz|1xHDMI|3xDisplayPort|NED4080S19T2-1030G	1.439,51	Prime	https://www.amazon.it/plok%C5%A1t%C3%84-Grafikos-GeForce-3xDisplayPort-NED4080S19T2-1030G/dp/B0BJZXQZ9J/ref=sr_1_89?keywords=gpu&qid=1699547728&sr=8-89	4,6 su 5 stelle	26
Scheda Grafica RX580 8G GDDR5, Scheda Grafica da Gioco GDDR5 256 Bit 7000MHz AGGIORNAMENTO GPU Accessori per Computer, PCI Express 2.0, HDML, DP, Plug And Play	121,89	Prime	https://www.amazon.it/Grafica-7000MHz-AGGIORNAMENTO-Accessori-Computer/dp/B0BN8ZD6B4/ref=sr_1_90?keywords=gpu&qid=1699547728&sr=8-90	5,0 su 5 stelle	1
ASUS ROG Strix NVIDIA GeForce RTX 4070 Ti Scheda Grafica, 12 GB GDDR6X 192-bit 21 Gbps PCIE 4.0, GPU Tweak III, ROG-STRIX-RTX4070TI-12G-GAMING	1.079,23	Non-Prime	https://www.amazon.it/ASUS-GeForce-Grafica-192-bit-ROG-STRIX-RTX4070TI-12G-GAMING/dp/B0BPYWV5B2/ref=sr_1_91?keywords=gpu&qid=1699547728&sr=8-91	4,7 su 5 stelle	175
EZDIY-FAB Supporto Verticale per Scheda Grafica con Montaggio GPU PCIe 4.0,Kit di Supporto VGA per Scheda Video con Cavo Riser Bianco PCIe 4.0 X16 Gen4 ad Angolo Retto di 90 Gradi-Bianco	85,79	Prime	https://www.amazon.it/EZDIY-FAB-Supporto-Verticale-Montaggio-Gradi-Bianco/dp/B0BXN7XJDS/ref=sr_1_92?keywords=gpu&qid=1699547728&sr=8-92	4,5 su 5 stelle	40
EZDIY-FAB Supporto GPU Supporto Della Scheda Grafica GPU Supporto Della Scheda Video,Supporto Della Scheda Video Sag/Supporto Della Staffa RX6700,RTX3090-309EZ-Nero	15,99	Non-Prime	https://www.amazon.it/EZDIY-FAB-Supporto-Scheda-Grafica-RTX3090-309EZ-Nero/dp/B0948R6699/ref=sr_1_93?keywords=gpu&qid=1699547728&sr=8-93	4,4 su 5 stelle	618
Supporto per Supporto GPU, Supporto GPU Scorrevole per Schede Grafiche Universali a Doppio Supporto con Elevata stabilità (88 mm)	20,76	Non-Prime	https://www.amazon.it/Supporto-Scorrevole-Grafiche-Universali-stabilit%C3%A0/dp/B0CLKQBN4D/ref=sr_1_94?keywords=gpu&qid=1699547728&sr=8-94	N/A	Mediano:
Pvczool Scheda grafica GT210 1GB DDR2 64 bit PCIE 2.0 GPU Scheda Video Desktop DVI VGA Compatibile	39,94	Prime	https://www.amazon.it/Pvczool-Scheda-grafica-Desktop-Compatibile/dp/B0BQHZ59XM/ref=sr_1_95?keywords=gpu&qid=1699547728&sr=8-95	N/A	Risparmia 5%
GSDGV VC-20MINI Supporto per scheda grafica GPU, supporto GPU in alluminio strutturato regolabile in altezza, supporto per scheda video in metallo, facile da installare (nero)	2,99	Non-Prime	https://www.amazon.it/GSDGV-VC-20MINI-strutturato-regolabile-installare/dp/B09FLJ1NHG/ref=sr_1_96?keywords=gpu&qid=1699547728&sr=8-96	3,8 su 5 stelle	9
VBESTLIFE Scheda Grafica RX580 8G GDDR5, Doppia Ventola 1244 MHz 14000 MHz 256 Bit GPU Schede Grafiche da Gioco, Supporto 3 DP HD Interfaccia Multimediale Scheda Video Scheda Video	124,17	Prime	https://www.amazon.it/VBESTLIFE-Grafiche-Supporto-Interfaccia-Multimediale/dp/B0BFR4L3HS/ref=sr_1_97?keywords=gpu&qid=1699547728&sr=8-97	5,0 su 5 stelle	1
upHere GPU Scheda di Supporto Nero&Bianca Scheda Grafica Scheda Video per Supporti Supporto a Sfera/Custodia per Frame, schede Singole o Doppie,G27654	11,99	Non-Prime	https://www.amazon.it/upHere-Supporto-Grafica-Supporti-Custodia/dp/B08YY6D8PR/ref=sr_1_98?keywords=gpu&qid=1699547728&sr=8-98	4,2 su 5 stelle	892
EZDIY-FAB Supporto GPU Staffa per Supporto Scheda Grafica Supporto Scheda Video,Struttura Avvitabile,Supporto Supporto Scheda Video RX7990XTX,RTX4090,Nero-341-2	32,99	Non-Prime	https://www.amazon.it/EZDIY-FAB-GPU-Struttura-Avvitabile-Nero-341-2/dp/B0BPGXFZSR/ref=sr_1_99?keywords=gpu&qid=1699547728&sr=8-99	3,2 su 5 stelle	14
ASUS DUAL NVIDIA GeForce RTX 4060 Ti OC Edition Scheda Grafica, 8 GB GDDR6 128-bit 18 Gbps PCIE 4.0, GPU Tweak III, DUAL-RTX4060TI-O8G	454,98	Non-Prime	https://www.amazon.it/ASUS-GeForce-Grafica-128-bit-DUAL-RTX4060TI-O8G/dp/B0BRYMYSMZ/ref=sr_1_100?keywords=gpu&qid=1699547728&sr=8-100	4,3 su 5 stelle	21
Cooler Master MasterAccessory Supporto GPU ARGB - Previene il Cedimento della Scheda Grafica, Vetro Temperato con Illuminazione Laterale ARGB, Design Versatile, Base Magnetica, Installazione Facile	36,89	Prime	https://www.amazon.it/Cooler-Master-MasterAccessory-Supporto-ARGB/dp/B09831RG1S/ref=sr_1_101?keywords=gpu&qid=1699547728&sr=8-101	4,3 su 5 stelle	2.074
ASUS DUAL NVIDIA GeForce RTX 3060 Ti OC Edition Scheda Grafica Gaming, OpenGL 4.6, 8 GB GDDR6X, PCIe 4.0, HDMI 2.1a, DisplayPort 1.4a, GPU Tweak II, Nero	389,90	Non-Prime	https://www.amazon.it/ASUS-NVIDIA-GeForce-Grafica-DisplayPort/dp/B0BQJLPVSP/ref=sr_1_102?keywords=gpu&qid=1699547728&sr=8-102	4,7 su 5 stelle	117
Supporto Scheda Grafica, Supporto Scheda Video, Supporto GPU, alluminio aerospaziale anodizzato, Nero	11,99	Non-Prime	https://www.amazon.it/One-enjoy-Alluminio-aerospaziale-anodizzato/dp/B08C2CTPV6/ref=sr_1_103?keywords=gpu&qid=1699547728&sr=8-103	4,5 su 5 stelle	1.962
ASUS TUF Gaming NVIDIA GeForce RTX 4060 Ti OC Edition Scheda Grafica, 8 GB GDDR6 128-bit 18 Gbps PCIE 4.0, GPU Tweak III, TUF-RTX4060TI-O8G-GAMING	512,15	Non-Prime	https://www.amazon.it/VGA-Asus-RTX4060TI-8GB-TUF/dp/B0BRYY1JX8/ref=sr_1_104?keywords=gpu&qid=1699547728&sr=8-104	5,0 su 5 stelle	13
Memory PC High End Gaming PC AMD Ryzen 7 5700X 8x 3,4 GHz, NVIDIA RTX 3070 Ti 8GB, 16 GB DDR4, 240GB SSD + 1 TB HDD, Windows 11 Pro 64bit	1.129,00	Non-Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MToxNDQ3MDU5OTE2ODQxNjc3OjE2OTk1NDc3Mjg6c3BfYnRmOjMwMDAxMzUzMjk1MjczMjo6MDo6&url=%2FMemory-PC-Gaming-NVIDIA-Windows%2Fdp%2FB099Z5KFTV%2Fref%3Dsr_1_105_sspa%3Fkeywords%3Dgpu%26qid%3D1699547728%26sr%3D8-105-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1	4,2 su 5 stelle	285
CY Dual ATX 8Pin Femmina a 6+8pin Maschio 180 Gradi Adattatore Angolo per Scheda Grafica GPU	8,99	Non-Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MToxNDQ3MDU5OTE2ODQxNjc3OjE2OTk1NDc3Mjg6c3BfYnRmOjMwMDAzMjk1MTE0OTUzMjo6MDo6&url=%2FFemmina-Maschio-Adattatore-Angolo-Grafica%2Fdp%2FB08NTBZZ1Q%2Fref%3Dsr_1_106_sspa%3Fkeywords%3Dgpu%26qid%3D1699547728%26sr%3D8-106-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1	4,4 su 5 stelle	8
Scheda Grafica RX 580, Scheda Grafica da Gioco GDDR5 da 8 GB a 256 Bit, PCI Express 3.0x16, 3 DisplayPort HDMI DVI, Schede Video per PC con Doppio Raffreddamento Ad Aria, Supporto per Display 4K	179,36	Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MToxNDQ3MDU5OTE2ODQxNjc3OjE2OTk1NDc3Mjg6c3BfYnRmOjIwMTExMjA1MjA3Njk4OjowOjo&url=%2FGrafica-Express-DisplayPort-Raffreddamento-Supporto%2Fdp%2FB0B8YSZ42P%2Fref%3Dsr_1_107_sspa%3Fkeywords%3Dgpu%26qid%3D1699547728%26sr%3D8-107-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1	3,0 su 5 stelle	4
LINKUP - 30cm Cavo di Prolunga PSU Super Morbido e Flessibile con Guaina Personalizzata GPU PC Intrecciata con Kit Pettine┃1x 24 P (20+4)┃2x 8 P (4+4) CPU┃2x 8 P (6+2) GPU set┃300mm - Verde Nero	46,95	Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MToxNDQ3MDU5OTE2ODQxNjc3OjE2OTk1NDc3Mjg6c3BfYnRmOjIwMDU2NDU3ODQ2ODA2OjowOjo&url=%2FLINKUP-Flessibile-Personalizzata-Intrecciata-Pettine%25E2%2594%25831x%2Fdp%2FB08HPD3N9V%2Fref%3Dsr_1_108_sspa%3Fkeywords%3Dgpu%26qid%3D1699547728%26sr%3D8-108-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1	4,5 su 5 stelle	7.062
KtbeYTi Supporto per Scheda Grafica in Alluminio Supporto in Alluminio per Scheda Video Nero Supporto GPU Altezza Regolabile per 73-120 mm di Altezza, per Tenere la Scheda Grafica in Posizione	7,	Non-Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTozNTczNzEwMTYzNTU2Nzc6MTY5OTU0NzczMzpzcF9hdGZfbmV4dDoyMDEwNjM0NTEzNTA5ODo6MDo6&url=%2FKtbeYTi-Alluminio-GPU-Regolabile-Posizione%2Fdp%2FB0BN3QHWBX%2Fref%3Dsr_1_97_sspa%3Fkeywords%3Dgpu%26qid%3D1699547733%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1	4,2 su 5 stelle	28
adspow Supporto Scheda Grafica GPU, Supporto Scheda Video, Supporto in Alluminio per Scheda Video Nero Supporto GPU Altezza Regolabile, Plus (75-125 mm)	7,	Non-Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTozNTczNzEwMTYzNTU2Nzc6MTY5OTU0NzczMzpzcF9hdGZfbmV4dDoyMDE2NDg3MDM1OTk5ODo6MDo6&url=%2Fadspow-Supporto-Grafica-Alluminio-Regolabile%2Fdp%2FB0BX9J71GQ%2Fref%3Dsr_1_98_sspa%3Fkeywords%3Dgpu%26qid%3D1699547733%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1	4,7 su 5 stelle	145
Scheda Grafica di Gioco GT610, 2GB DDR3 64bit 810/1000MHZ Scheda Grafica PCIE 2.0, Risoluzione 2560x1600, DirectX11, Ventola di Raffreddamento Singola, Scheda Video HD MI/VGA/DVI	57,	Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTozNTczNzEwMTYzNTU2Nzc6MTY5OTU0NzczMzpzcF9hdGZfbmV4dDozMDAwNDkyMjM2MjI0MzI6OjA6Og&url=%2FGrafica-Risoluzione-2560x1600-DirectX11-Raffreddamento%2Fdp%2FB0BV653X3X%2Fref%3Dsr_1_99_sspa%3Fkeywords%3Dgpu%26qid%3D1699547733%26sr%3D8-99-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1	1,0 su 5 stelle	1
Scheda Grafica GTX 750 Ti, Scheda Grafica da Gioco GDDR5 da 4 GB a 128 Bit, PCI Express 3.0x16, DisplayPort HDMI DVI, Schede Video per PC con Doppio Raffreddamento Ad Aria, Supporto per Display 4K	212,	Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTozNTczNzEwMTYzNTU2Nzc6MTY5OTU0NzczMzpzcF9hdGZfbmV4dDozMDAwNjg2OTI5MTg1MzI6OjA6Og&url=%2FGrafica-Express-DisplayPort-Raffreddamento-Supporto%2Fdp%2FB0B8TCBJ2R%2Fref%3Dsr_1_100_sspa%3Fkeywords%3Dgpu%26qid%3D1699547733%26sr%3D8-100-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1	5,0 su 5 stelle	1
ASUS ROG Strix NVIDIA GeForce RTX 4080 Scheda Grafica Gaming, OpenGL 4.6, 16 GB GDDR6X, PCIe 4.0, HDMI 2.1a, DisplayPort 1.4a, GPU Tweak III, Nero	1.703,	Non-Prime	https://www.amazon.it/ASUS-NVIDIA-GeForce-Grafica-DisplayPort/dp/B0BJVHMS7K/ref=sr_1_101?keywords=gpu&qid=1699547733&sr=8-101	4,7 su 5 stelle	53
Asus TUF Gaming 1660Ti EVO OC Scheda Grafica, 6 GB GDDR6, PCIe 3.0, 2 HDMI 2.0b, 1 DisplayPort 1.4, 1 DVI-D, OpenGL 4.6, NVIDIA G-SYNC, Overclock Edition, PSU Consigliata 450W, GPU Tweak II, Nero	299,	Non-Prime	https://www.amazon.it/ASUS-Grafica-DisplayPort-Overclock-Consigliata/dp/B09C8YJZH5/ref=sr_1_102?keywords=gpu&qid=1699547733&sr=8-102	4,5 su 5 stelle	237
EZDIY-FAB Scheda Grafica GPU Brace 5V 3Pin ARGB,Supporto Della Scheda Video Sag Holder Holster Bracket,Alluminio Anodizzato (Nero)	21,	Non-Prime	https://www.amazon.it/EZDIY-FAB-Grafica-Supporto-Alluminio-Anodizzato/dp/B08TBR276G/ref=sr_1_103?keywords=gpu&qid=1699547733&sr=8-103	4,4 su 5 stelle	97
Scheda Grafica GDDR5 da 8 GB, Doppia Ventola 256 Bit 1284/7000 MHz Scheda Grafica da Gioco 8K 16 PCI Express 3.0, Scheda Video 3 X DP HDMI DVI HD	164,	Non-Prime	https://www.amazon.it/Scheda-Grafica-Doppia-Ventola-Express/dp/B0BL6GXFJD/ref=sr_1_104?keywords=gpu&qid=1699547733&sr=8-104	5,0 su 5 stelle	2
ASUS Scheda grafica AMD Radeon RX 7900 XTX 24 GB GDDR6 Gaming (architettura AMD RDNA 3, PCIe 4.0, memoria GDDR6 da 24 GB, 1 HDMI 2.1, 2 DisplayPort 2.1, GPU Tweak III, RX7900XTX-24G)	1.615,	Non-Prime	https://www.amazon.it/ASUS-grafica-architettura-DisplayPort-RX7900XTX-24G/dp/B0BPY1LKFX/ref=sr_1_105?keywords=gpu&qid=1699547733&sr=8-105	5,0 su 5 stelle	4
HIBOER Supporto Scheda Supporto GPU: Supporto Scheda Video Verticale GPU Holder Regolabile con Magnete in Altezza, Supporto Scheda Grafica Realizzato in Alluminio Aerospaziale Anodizzato	7,	Non-Prime	https://www.amazon.it/HIBOER-Supporto-Scheda-GPU-Aerospaziale/dp/B0BHZB27H6/ref=sr_1_106?keywords=gpu&qid=1699547733&sr=8-106	4,6 su 5 stelle	134
2 pezzi Supporto Scheda Grafica, Supporto Scheda Video, Staffa di Supporto in Alluminio, Supporto GPU, Schede Grafiche, Supporto Scheda Grafica GPU	7,	Non-Prime	https://www.amazon.it/Supporto-Scheda-Grafica-Alluminio-Grafiche/dp/B0BLYQNWL3/ref=sr_1_107?keywords=gpu&qid=1699547733&sr=8-107	4,0 su 5 stelle	5
MSI MPG A850G PCIE5, Alimentatore 850W, certificato 80 Plus Gold, ATX 3.0 100% modulare, supporto GPU PCIe 5.0, 105°C condensatori giapponesi, 0% RPM Mode, cavi piatti - 10 anni di garanzia	137,	Prime	https://www.amazon.it/MSI-Alimentatore-certificato-condensatori-giapponesi/dp/B0B4345YV7/ref=sr_1_108?keywords=gpu&qid=1699547733&sr=8-108	4,8 su 5 stelle	1.699
Zunate Scheda Grafica per Computer, RX580 8GB GDDR5 256bit 4K GPU Scheda Grafica da Gioco con Doppia Ventola di Raffreddamento, PCI Express 3.0 X 16, HDMI, per Telaio del Computer	110,	Non-Prime	https://www.amazon.it/Zunate-Grafica-Computer-Ventola-Raffreddamento/dp/B0C7B7PP4K/ref=sr_1_109?keywords=gpu&qid=1699547733&sr=8-109	N/A	N/A
Uyubao Supporto Scheda Grafica GPU, Supporto Scheda Video, Supporto GPU, M(50mm-80mm)	7,	Non-Prime	https://www.amazon.it/Uyubao-Supporto-Scheda-Grafica-50mm-80mm/dp/B0CBTZVR3Y/ref=sr_1_110?keywords=gpu&qid=1699547733&sr=8-110	4,6 su 5 stelle	128
EZDIY-FAB Scheda Grafica Scheda Video per Supporti a Staffa GPU Supporto a Sfera/Custodia per Telaio, Alluminio Anodizzato in Alluminio, Carte Singole o Doppie-Nero	8,	Non-Prime	https://www.amazon.it/EZDIY-FAB-Supporti-Alluminio-Anodizzato-Doppie-Nero/dp/B078X3RY9T/ref=sr_1_111?keywords=gpu&qid=1699547733&sr=8-111	4,2 su 5 stelle	244
upHere ARGB Staffa di supporto GPU per scheda grafica, slot singolo regolabile, supporto per scheda video con LED ARGB 5V 3PIN, GH03ARGB	16,	Prime	https://www.amazon.it/upHere-supporto-grafiche-regolabile-Supporto/dp/B09KRPN6D8/ref=sr_1_112?keywords=gpu&qid=1699547733&sr=8-112	4,3 su 5 stelle	182
upHere GPU Scheda di Supporto Scheda Grafica Scheda Video per Supporti Supporto a Sfera/Custodia per Frame, schede Singole o Doppie(bianca),G276WT	11,	Non-Prime	https://www.amazon.it/upHere-bianco-grafica-regolabile-secondo/dp/B091CFKQC9/ref=sr_1_113?keywords=gpu&qid=1699547733&sr=8-113	4,2 su 5 stelle	90
Uyubao Supporto Scheda Video, Supporto Scheda Grafica GPU, Supporto GPU, Alluminio aerospaziale anodizzato, S(30mm-60mm)	8,	Non-Prime	https://www.amazon.it/Uyubao-Alluminio-aerospaziale-anodizzato-30mm-60mm/dp/B0BY4M4YWS/ref=sr_1_114?keywords=gpu&qid=1699547733&sr=8-114	4,6 su 5 stelle	397
upHere Nero Supporto GPU Scheda Grafica,360 gradi di regolazione Supporto GPU in Alluminio,impedisce la Scheda Grafica Sag Holder, Supporta tutte le Schede Grafiche,GH05K	13,	Non-Prime	https://www.amazon.it/upHere-Supporto-regolazione-Alluminio-impedisce/dp/B0C27ZFWFM/ref=sr_1_115?keywords=gpu&qid=1699547733&sr=8-115	4,5 su 5 stelle	706
ASUS Dual EVO Gaming GeForce RTX 2060 OC Edition 6GB GDDR6 con la nuovissima architettura GPU NVIDIA Turing™ DUAL-RTX2060-O6G-EVO	316,	Non-Prime	https://www.amazon.it/ASUS-GeForce-nuovissima-architettura-NVIDIA/dp/B07R18TH1X/ref=sr_1_116?keywords=gpu&qid=1699547733&sr=8-116	4,6 su 5 stelle	1.819
One enjoy Supporto Scheda Grafica, Supporto Scheda Video, Supporto GPU (Silver-S)	10,	Non-Prime	https://www.amazon.it/One-enjoy-Supporto-Grafica-Silver-S/dp/B0BX9584D4/ref=sr_1_117?keywords=gpu&qid=1699547733&sr=8-117	4,6 su 5 stelle	42
Corsair Hydro X Series XG7 RGB 4090 TRIO Waterblock per GPU - Per MSI GeForce RTX™ 4090 GAMING TRIO – in rame nichelato - con backplate incluso - Nero	239,	Prime	https://www.amazon.it/Corsair-RGB-4090-TRIO-Waterblock/dp/B0BRL8BXLB/ref=sr_1_118?keywords=gpu&qid=1699547733&sr=8-118	4,2 su 5 stelle	40
XZMCAT Supporto Scheda Grafica, Supporto Scheda Video in Alluminio, Supporto GPU Regolabile in Altezza, Gpu Support Nera 120 mm	8,	Non-Prime	https://www.amazon.it/XZMCAT-Supporto-Grafica-Alluminio-Regolabile/dp/B0C3V1TJQ5/ref=sr_1_119?keywords=gpu&qid=1699547733&sr=8-119	4,6 su 5 stelle	3
Supporto verticale per GPU, supporto per schede grafiche verticali PCI E con angolo di 90 gradi, supporto per schede grafiche erticali ad alta velocità, colore nero	19,	Non-Prime	https://www.amazon.it/Supporto-verticale-supporto-grafiche-verticali/dp/B0BHYPCSTH/ref=sr_1_120?keywords=gpu&qid=1699547733&sr=8-120	3,5 su 5 stelle	4
EZDIY-FAB [20cm PCIE 4.0 16x Cavo Riser ad Alta velocità Estremo PCI Express Port GPU Extension Card-Connettore ad Angolo Retto	45,	Prime	https://www.amazon.it/EZDIY-FAB-IT2-PCIE4-0-20CM-90/dp/B08SJ99BKS/ref=sr_1_121?keywords=gpu&qid=1699547733&sr=8-121	3,6 su 5 stelle	30
ARCTIC TP-3: Thermal Pad Premium Performance, 120 x 20 x 1,0 mm (4 Pezzi) - Pad termico Alta prestazione, particolarmente morbido, ideale come Gap-Filler, manipolazione sicura	7,	Non-Prime	https://www.amazon.it/gp/bestsellers/pc/22217670031/ref=sr_bs_25_22217670031_1	4,6 su 5 stelle	265
Fasgear Cavo di alimentazione PCIe 5.0 GPU manicotto 70 cm | Connettore 16pin (12+4) 12VHPWR per RTX 3090 Ti 4080 4090 | 3x8pin (6+2) PCI-e maschio spine compatibili per ASUS EVGA Seasonic modulare	38,	Prime	https://www.amazon.it/Fasgear-alimentazione-manicotto-Connettore-compatibili/dp/B0BN1F9HJX/ref=sr_1_123?keywords=gpu&qid=1699547733&sr=8-123	4,5 su 5 stelle	333
EZDIY-FAB Cavo con Manicotto PCIE 6+2 Pin,Cavi con Manicotto GPU,Prolunga per Alimentazione Elettrica-Nero	8,	Non-Prime	https://www.amazon.it/EZDIY-FAB-Manicotto-Prolunga-Alimentazione-Elettrica-Nero/dp/B08KT5QXF6/ref=sr_1_124?keywords=gpu&qid=1699547733&sr=8-124	4,4 su 5 stelle	58
Lian-Li Kit GPU Verticale VG4-4W - Bianco	76,	Non-Prime	https://www.amazon.it/Lian-Li-Kit-GPU-Verticale-VG4-4W/dp/B0C84PJ67Y/ref=sr_1_125?keywords=gpu&qid=1699547733&sr=8-125	4,4 su 5 stelle	20
Sxhlseller Cavo di Prolunga per Scheda Grafica PCIE 4.0 X16 Cavo Riser PCIE 4.0 X16, Cavo di Prolunga GPU a Doppia Faccia da 180 Gradi per RTX 4090 per RX 7900 XT (Black)	41,	Non-Prime	https://www.amazon.it/Sxhlseller-Prolunga-Scheda-Grafica-Doppia/dp/B0CLVQZD4F/ref=sr_1_126?keywords=gpu&qid=1699547733&sr=8-126	N/A	N/A
CERRXIAN 1FT ATX3.0 12VHPWR a 3x 8Pin Cavo di alimentazione,PCI-e 5.0 12VHPWR ATX3.0 600W 16 Pin Maschio a 3x8Pin(6+2) Femmina Cavo, per Scheda GPU 12+4pin RTX 3090Ti 4070Ti 4080 4090 (2x8Pin M-0.7M)	22,	Non-Prime	https://www.amazon.it/CERRXIAN-12VHPWR-alimentazione-Maschio-Femmina/dp/B0CGRPM8RD/ref=sr_1_127?keywords=gpu&qid=1699547733&sr=8-127	5,0 su 5 stelle	1
EZDIY-FAB Staffa verticale per scheda grafica PCIE, supporto verticale per GPU, kit di supporto VGA per scheda video, colore: nero	22,	Non-Prime	https://www.amazon.it/EZDIY-FAB-Supporto-verticale-PCIE-supporto/dp/B09WV7WGWF/ref=sr_1_128?keywords=gpu&qid=1699547733&sr=8-128	4,3 su 5 stelle	38
Sxhlseller Scheda grafica GT210, scheda video da tavolo, scheda grafica PCI Accessori per computer, basso rumore per giochi multimediali	45,	Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTozNTczNzEwMTYzNTU2Nzc6MTY5OTU0NzczMzpzcF9tdGY6MjAxMjc3MDE0ODcyOTg6OjA6Og&url=%2FPratica-Durevole-efficiente-Accessori-Computer%2Fdp%2FB08PF3RNCS%2Fref%3Dsr_1_129_sspa%3Fkeywords%3Dgpu%26qid%3D1699547733%26sr%3D8-129-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	3,2 su 5 stelle	19
ASHATA Scheda Grafica da Gioco HD7670, Scheda Grafica da Gioco GDDR5 da 4 GB a 128 Bit, Scheda Grafica PCI Express X16 2.1, Raffreddamento Avanzato, per AMD HD7670 per DirectX 11	59,	Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTozNTczNzEwMTYzNTU2Nzc6MTY5OTU0NzczMzpzcF9tdGY6MjAwOTUxNDU0OTIwOTg6OjA6Og&url=%2FASHATA-Grafica-Express-Raffreddamento-Avanzato%2Fdp%2FB0BGN51ZLJ%2Fref%3Dsr_1_130_sspa%3Fkeywords%3Dgpu%26qid%3D1699547733%26sr%3D8-130-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	3,1 su 5 stelle	23
Zonfer Scheda Grafica Gpu di Sostegno del Gancio, Scheda Video Sag Supporto della Staffa, Gpu Stand, 5v 3pin Argb Scheda Video Gpu Water Cooling Kit Suppor	26,	Non-Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTozNTczNzEwMTYzNTU2Nzc6MTY5OTU0NzczMzpzcF9tdGY6MjAxNTgwMDY5NTQxOTg6OjA6Og&url=%2FZonfer-Grafica-Sostegno-Supporto-Cooling%2Fdp%2FB08JX5LFDP%2Fref%3Dsr_1_131_sspa%3Fkeywords%3Dgpu%26qid%3D1699547733%26sr%3D8-131-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	3,0 su 5 stelle	1
Annadue Scheda Grafica GTX 1060, 6 GB/5 GB/3 GB GDDR5 192 Bit Scheda Grafica Video da Gioco con Doppia Ventola, HDMI/DVI/DP, Scheda Grafica per Computer, Supporta 4K HDR(5 GB)	208,	Prime	https://www.amazon.it/sspa/click?ie=UTF8&spc=MTozNTczNzEwMTYzNTU2Nzc6MTY5OTU0NzczMzpzcF9tdGY6MzAwMDUwNTI3NzcwNDMyOjowOjo&url=%2FAnnadue-Grafica-Ventola-Computer-Supporta%2Fdp%2FB0BL7GR7DS%2Fref%3Dsr_1_132_sspa%3Fkeywords%3Dgpu%26qid%3D1699547733%26sr%3D8-132-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1	3,6 su 5 stelle	5
NVIDIA Tesla V100 volta GPU Accelerator 32 GB scheda grafica	N/A	Non-Prime	https://www.amazon.it/NVIDIA-V100-volta-Accelerator-scheda-grafica/dp/B07JVNHFFX/ref=sr_1_133?keywords=gpu&qid=1699547733&sr=8-133	4,1 su 5 stelle	2
EZDIY-FAB PCIE Gen 4 16x Extreme Flessibile,Cavo Riser ad Alta velocità Porta PCI Express 4.0 Scheda di Estensione GPU-Connettore ad Angolo Retto[7.87in/20cm]	47,	Prime	https://www.amazon.it/EZDIY-FAB-Flessibile-velocit%C3%A0-Estensione-GPU-Connettore/dp/B09NKNGH7N/ref=sr_1_134?keywords=gpu&qid=1699547733&sr=8-134	4,2 su 5 stelle	71
